"class","aa_000","ab_000","ac_000","ad_000","ae_000","af_000","ag_000","ag_001","ag_002","ag_003","ag_004","ag_005","ag_006","ag_007","ag_008","ag_009","ah_000","ai_000","aj_000","ak_000","al_000","am_0","an_000","ao_000","ap_000","aq_000","ar_000","as_000","at_000","au_000","av_000","ax_000","ay_000","ay_001","ay_002","ay_003","ay_004","ay_005","ay_006","ay_007","ay_008","ay_009","az_000","az_001","az_002","az_003","az_004","az_005","az_006","az_007","az_008","az_009","ba_000","ba_001","ba_002","ba_003","ba_004","ba_005","ba_006","ba_007","ba_008","ba_009","bb_000","bc_000","bd_000","be_000","bf_000","bg_000","bh_000","bi_000","bj_000","bk_000","bl_000","bm_000","bn_000","bo_000","bp_000","bq_000","br_000","bs_000","bt_000","bu_000","bv_000","bx_000","by_000","bz_000","ca_000","cb_000","cc_000","cd_000","ce_000","cf_000","cg_000","ch_000","ci_000","cj_000","ck_000","cl_000","cm_000","cn_000","cn_001","cn_002","cn_003","cn_004","cn_005","cn_006","cn_007","cn_008","cn_009","co_000","cp_000","cq_000","cr_000","cs_000","cs_001","cs_002","cs_003","cs_004","cs_005","cs_006","cs_007","cs_008","cs_009","ct_000","cu_000","cv_000","cx_000","cy_000","cz_000","da_000","db_000","dc_000","dd_000","de_000","df_000","dg_000","dh_000","di_000","dj_000","dk_000","dl_000","dm_000","dn_000","do_000","dp_000","dq_000","dr_000","ds_000","dt_000","du_000","dv_000","dx_000","dy_000","dz_000","ea_000","eb_000","ec_00","ed_000","ee_000","ee_001","ee_002","ee_003","ee_004","ee_005","ee_006","ee_007","ee_008","ee_009","ef_000","eg_000"
"neg",27606,na,710,642,0,0,0,0,0,0,414,175836,1310174,429756,39568,6304,836924,788,0,0,0,0,1601092,1237962,462092,329710,0,0,210,0,1382,268,0,0,0,0,0,115172,1049402,670906,126572,0,1566,600,740,99308,1424896,434828,114,0,0,0,677744,341704,195336,138774,101928,92346,192432,221770,18,0,2063476,86,568,230,20,836924,29882,211304,248384,251520,na,na,na,na,na,na,na,207020,27606.25,2063476,2063476,2067514,15064,4498,82878,850080,1962052,1209600,60302,2,42,0,1731300.48,0,229454.4,0,0,0,0,0,20910,447864,1040402,424784,23494,4252,346,2,12,2063476,na,2762,346,29020,131788,55968,1387358,338558,16098,154,0,992,762,1486984,206120,0,5178,0,44,1747526,1204,128,0,0,0,0,0,0,0,0,19174,19168,3968,0,0,63158,8524,1032140,107250,0,0,0,0,0,946.52,800,240760,420436,293674,162470,434462,332476,53326,14786,9578,84,0,0
"neg",39610,na,0,na,0,0,0,0,0,0,3240,50530,1796658,615342,16486,112,1291040,0,0,0,0,0,2014724,1559380,628886,372388,0,0,0,0,0,0,0,0,0,0,0,1564,1445348,1035456,0,0,2030,842,2088,427138,1861604,188658,8,0,0,0,929470,556994,196436,141472,141906,498244,17846,0,0,0,2644310,0,86,118,496,1291040,47882,256912,367756,269360,297740,na,na,na,na,na,na,53940,39610.43,2644310,2644310,2619956,16127,294110,14850,216560,2482368,1209600,0,na,na,na,2079184.32,0,399065.28,0,0,0,0,0,3160,488540,1358976,578238,44218,8162,1074,na,0,2644310,na,4924,630,60486,186476,138548,1029104,1028796,32824,580,0,na,na,na,na,na,na,na,na,na,2370,90,0,0,0,0,0,0,0,0,30802,46526,8914,0,0,110244,15940,1779040,615860,0,0,0,0,0,1244.46,1526,415346,411280,214788,99894,212274,255968,252280,205224,402784,12530,0,0
"neg",482584,na,0,na,0,0,0,0,0,0,414694,9613686,19858042,3401782,25752,0,17058986,25572,9956,25446,0,0,25825420,19193928,9391938,5555930,0,0,0,0,0,0,0,0,0,0,0,0,23253626,10059172,1158,0,33308,19818,28632,72170,16257154,16893906,8964,4,0,0,15024932,2931246,2197316,2316386,2460002,2631540,3391070,2195972,163206,2286,35226218,2906,1430,3156,2676,17058986,725586,4092450,5266782,219560,295620,354080,358080,360060,319740,361960,351020,12240,482583,35226218,35226218,34334420,217899,5475498,39758,55900,33313956,1209600,0,na,na,na,29826705.6,0,3445039.68,na,na,0,0,34680,3323932,16738690,11432202,1561676,196058,26372,346,na,0,35226218,na,34822,7198,1277026,2709158,5581286,22946906,750320,7240,0,0,na,na,na,na,na,na,na,na,na,33874,1972,0,0,0,0,0,0,0,0,565266,572274,89580,0,0,1010456,123060,60802540,9370960,0,0,0,0,72935760,na,na,3653490,6342268,6837454,3688480,6309264,3309368,2041962,774088,341934,15648,0,0
"neg",28142,na,904,na,0,0,0,0,0,0,564,287940,1260216,219098,368,0,882458,0,0,0,0,0,1627088,1438384,282796,139788,0,0,0,0,1258,384,0,0,0,0,0,115254,1195654,219634,237644,0,3654,762,976,171202,1311326,280220,46,0,0,0,625096,351790,162552,120922,108496,130644,232962,35724,0,0,1910414,0,176,664,0,882458,26590,157870,124260,197120,na,na,na,na,na,na,na,81180,28141.31,1910414,1910414,1912866,9316,291578,66868,695320,1768186,1209600,0,na,na,na,1570117.44,0,193656.96,0,0,0,0,0,14796,533142,918892,277078,18596,4994,688,na,0,1910414,na,5318,410,9314,135770,152928,1250358,204530,9552,6,0,na,na,na,na,na,na,na,na,na,1410,94,0,0,0,0,0,0,0,0,14050,22870,4906,0,0,58938,9778,3048960,440444,0,0,0,0,811540,1004.08,1096,211778,288214,221574,118226,253904,258612,178054,120798,116036,990,0,0
"neg",88302,na,na,na,na,na,0,0,0,0,638,173732,4352392,1339556,15648,0,2115524,0,232,na,0,0,4840632,4274752,1520102,537796,na,0,0,0,na,na,0,0,0,0,77020,838602,2037744,2507136,421464,0,11118,20412,48390,71128,1455388,4275522,6,2,0,0,2258416,1064166,480886,347506,285150,437120,720530,282998,5194,0,6361234,na,na,na,na,2115524,74288,984400,529738,257880,259320,268760,308360,335820,0,0,0,73920,88302.66,6361234,6361234,na,39236,na,na,303120,na,1209600,na,na,na,na,5155279.68,0,723480,na,na,0,0,0,19834,2526610,3083190,220872,26086,5260,114,na,na,6361234,na,5228,712,444764,235216,1098770,3896162,190694,10406,14,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,35348,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,754618,928064,792634,455310,1349098,1460630,136608,3932,1072,0,na,na
"neg",120928,2,2130706432,na,0,0,0,0,0,5284,1055976,4121046,1419338,132388,6612,0,2922526,0,0,0,3168,4494,6075376,5448076,1451720,536334,0,0,0,0,142,330,0,0,0,0,0,954,105260,4606938,2027492,0,3524,3728,3990,17880,244756,6176914,289852,0,0,0,2015714,1920928,881978,512246,344584,239220,188848,268136,182012,186978,7530974,1478,1392,1162,6,2922526,74622,1001612,448384,229200,236980,258480,212500,212180,230400,na,na,62760,120928.39,7530974,7530974,7477148,46425,5438,20268,263780,6743522,1209600,0,na,na,na,6075564.48,0,660891.84,38,1006,0,0,25808,514964,2554768,2515768,904746,206660,17882,48,na,0,7530974,0,6364,718,312202,536768,1413268,4462300,9022,2,0,0,na,na,na,na,na,na,na,na,na,5356,340,0,0,0,0,0,0,0,0,36268,54670,20926,26304748,2815942,269332,33620,36968560,3854264,4144080,157446,0,0,90928400,2333.54,2314,695232,880668,768420,285040,443606,372938,504838,2600162,187122,2618,0,0
"neg",1024,na,26,24,0,0,0,0,0,0,90,8794,51310,656,0,0,26852,0,0,0,0,0,57906,52978,8162,3180,0,0,0,0,10,4,0,0,0,0,0,0,53142,7708,0,0,140,28,40,66,42982,17590,4,0,0,0,28856,21638,7154,2690,310,114,64,24,0,0,66100,0,252,0,2,26852,578,3536,4610,na,na,na,na,na,na,na,na,8000,1024.53,66100,66100,68968,213,6,6478,65960,60850,1209600,1026,0,0,0,52504.32,0,8268.48,0,0,0,0,0,1190,40064,19268,260,68,0,0,0,4,66100,na,154,12,84,3718,814,8892,45232,1868,76,0,34,42,52556,40496,0,10,0,24,52996,90,32,0,0,0,0,0,0,0,0,296,238,98,0,0,448,110,1760,260,0,0,0,0,24540,102.28,52,8972,6010,1978,594,2184,40634,478,0,0,0,0,0
"neg",8,0,8,8,0,0,0,0,0,0,1796,2186,2996,0,0,0,1086,0,0,0,430,978,13540,12158,8480,696,0,0,0,0,16,20,0,0,0,0,0,0,0,0,6978,0,50,2,154,1764,144,1988,2876,0,0,0,4890,358,92,62,104,282,794,94,38,264,22478,0,2,0,0,1086,132,6340,2124,na,na,na,na,na,na,na,na,8340,7.2,22478,22478,24826,39,0,2190,22300,7016,1209600,288,2,2,0,1764.48,0,3182.4,0,6,0,0,1568,2126,1510,538,1236,0,0,0,0,12,22478,0,2102,6,18,2,4,868,3540,408,30,0,4,18,2356,50,0,0,0,0,2370,52,64,0,0,0,0,0,0,0,0,200,0,0,0,0,10,16,1980,198,0,20,0,0,0,0.88,38,5436,1422,46,18,56,0,0,0,0,0,0,0
"neg",55306,na,154,114,0,0,na,na,na,na,na,na,na,na,na,na,1719772,0,524,0,10674,17884,3041624,2657854,704258,303812,0,0,0,0,358,224,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3757528,2340,3578,1166,2,1719772,57140,271994,430320,238560,196540,235300,na,na,na,na,na,25060,55305.39,3757528,3757528,3753114,16880,534,5260,119400,3515762,1209600,116700,0,154,0,2983225.92,0,528485.76,726,1916,na,na,na,na,na,na,na,na,na,na,138,192,3757528,na,na,na,na,na,na,na,na,na,na,na,116,336,2939624,1625196,0,3046,0,0,3012278,4028,1406,0,0,0,0,0,0,0,0,26074,3178,438,5048804,801376,76234,19378,46020,5058,3396470,3868,0,0,15305420,2489.66,2070,na,na,na,na,na,na,na,na,na,na,0,0
"neg",41342,na,158,148,0,0,0,0,0,56,478718,1275096,1052772,151796,17170,1442,1299538,0,0,0,5846,13950,2393140,1812144,720242,517484,0,0,0,0,316,92,0,0,0,0,0,50536,1203786,933222,789506,0,2646,244,488,22192,1483244,1442950,25282,4,0,0,815082,892900,277012,182628,130562,112640,149608,368338,48260,20,3119792,320,2510,630,10,1299538,52064,346838,370020,276360,294160,na,na,na,na,na,na,143180,41342.26,3119792,3119792,3103504,20060,105814,64408,693820,2977050,1209600,93388,0,52,0,2576170.56,0,397884.48,0,0,0,0,64306,739474,1131928,873714,155892,9988,1704,44,22,34,3119792,na,5300,582,102154,136458,151238,2116746,440380,23650,542,0,258,244,2303182,293202,0,57418,0,8,2601452,2106,216,0,0,0,0,0,0,0,0,29840,31372,8324,0,0,84092,19498,515180,324498,0,0,0,0,2667780,1213.42,1334,426420,531910,442366,285884,973504,303874,7246,2182,3018,646,0,0
"neg",39998,na,0,na,0,0,0,0,0,7832,128242,870978,1569144,172758,220,0,1377688,0,56,0,798,1478,2326268,1955844,554042,315148,0,0,0,0,0,0,0,0,0,0,0,16904,1179656,902894,649720,0,4940,16294,7446,3076,265748,2383292,68372,6,0,0,1003454,429552,256944,208862,189216,228380,336988,95332,446,0,2881688,0,76,78,574,1377688,42870,237638,312846,235960,228180,na,na,na,na,na,na,82900,39997.01,2881688,2881688,2843180,18020,1111248,41572,455940,2749174,1209600,0,na,na,na,2441648.64,0,305006.4,0,0,0,0,8902,299996,1071970,1167934,183642,13710,2916,104,na,0,2881688,na,2662,428,118042,137446,185364,2031350,267366,6506,10,0,na,na,na,na,na,na,na,na,na,2038,98,0,0,0,0,0,0,0,0,25542,41602,7334,0,0,112926,23578,3186240,1593038,0,0,0,0,9997010,1083.48,1278,322438,570490,499198,260372,423628,273968,170788,96476,124996,6820,0,0
"neg",42658,na,0,na,0,0,0,0,0,0,4216,578676,1606638,481424,14406,220,1210852,0,0,0,0,0,2427740,2153516,417550,225062,0,0,0,0,0,0,0,0,0,0,0,69420,921610,1442754,251796,0,3534,1974,5104,10400,1444282,1218742,1542,2,0,0,767546,632534,238424,218810,206370,244530,345268,32098,0,0,2845888,6,22,90,0,1210852,29180,237102,177758,149840,213600,na,na,na,na,na,na,47700,42657.81,2845888,2845888,2821520,18768,42802,38738,420460,2685580,1209600,0,na,na,na,2445098.88,0,238162.56,0,0,0,0,0,138738,826780,1411814,283456,18774,5620,398,na,0,2845888,na,4826,718,58116,148458,121456,1672782,655112,23796,316,0,na,na,na,na,na,na,na,na,na,1690,76,0,0,0,0,0,0,0,0,15548,0,0,0,0,0,0,0,0,0,0,0,0,2860760,1778.2,1604,250976,527076,387484,185094,378668,348366,270730,166348,168190,2648,0,0
"neg",30754,na,2642,2266,0,0,0,0,0,0,1128,767980,1630862,613984,127626,21084,1405188,1748,0,0,0,0,2493062,1828758,865052,608312,0,0,60940,0,8560,830,0,0,0,0,0,0,57136,3105528,0,0,2024,1248,2842,457668,1981668,717116,98,0,0,0,1196272,573742,246894,181350,150744,134148,210908,468456,150,0,3358654,242,560,164,52,1405188,55004,324938,536792,343160,260220,na,na,na,na,na,na,255260,30754.5,3358654,3358654,3358434,23475,15270,89788,932660,3162664,1209600,113546,2,110,0,2415695.04,0,743921.28,0,0,0,0,0,7522,836116,1742644,534022,36000,5834,526,588,668,3358654,na,4506,574,145132,480864,139632,1318380,1044690,28716,170,0,4078,2506,2068218,113490,0,1438,0,20,2439492,3550,602,0,0,0,0,0,0,0,0,34538,16216,5486,0,0,69036,17372,9313120,1434120,0,0,0,0,943030,1199.76,1222,758392,1187094,361066,137952,247902,193708,122978,75862,76628,1082,0,0
"neg",41446,0,246,220,0,0,0,0,0,16366,996738,1537316,93524,1304,0,0,1158860,0,0,0,30574,47252,2274134,1977328,526882,248704,0,0,0,0,164,740,0,0,0,0,0,0,18292,1503300,1123656,0,4206,3168,4866,14962,31080,1535596,1051370,0,0,0,1286482,507790,224926,149048,109668,85728,65922,58526,53308,103850,2832380,586,562,410,0,1158860,27354,179444,343164,191500,241960,na,na,na,na,na,na,85540,41446.05,2832380,2832380,2780490,13166,360,34968,404720,2646830,1209600,63158,2,24,0,2061130.56,0,579759.36,56,718,0,0,80042,584546,1136562,657918,177450,8106,610,14,82,90,2832380,0,4862,546,201756,164312,169232,1859490,236508,8482,60,0,300,1674,2098938,1237472,0,88,0,0,2099850,5114,174,0,0,0,0,0,0,0,0,16310,5960,1984,2910592,492762,52292,10042,3620,1512,2643946,4928,0,0,1446050,1315.9,1354,604358,261028,119778,55290,121196,131562,1251442,89120,11474,0,0,0
"neg",1988,na,134,126,0,0,0,0,0,0,214,96266,13184,0,0,0,45026,0,0,0,0,0,102756,93966,15774,5888,0,0,0,0,186,58,0,0,0,0,0,5158,85040,3252,16214,0,1788,26,26,36,1082,106488,218,0,0,0,22882,61678,15188,6794,2424,372,300,26,0,0,118572,56,8,610,0,45026,864,9924,5814,na,na,na,na,na,na,na,na,15500,1987.23,118572,118572,122704,425,0,11656,118240,109664,1209600,2138,2,2,0,101178.24,0,6690.24,0,0,0,0,0,62234,45476,1670,202,74,8,0,0,4,118572,na,1876,28,44,1780,1060,17010,84236,3494,136,0,250,230,102000,64146,0,2,0,30,102060,94,62,0,0,0,0,0,0,0,0,562,306,122,0,0,2000,344,380,34,10662,10,0,0,987240,77.26,76,9352,9554,6030,3354,9532,70932,908,2,0,0,0,0
"neg",24460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998978,0,0,0,65390,95656,4290458,4050466,404164,259792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760612,0,0,0,0,1998978,57938,136192,265686,105540,96200,106480,na,na,na,na,na,89140,24460.52,4760612,4760612,2460,0,0,110366,1124060,0,1209600,0,0,0,0,2215057.92,1446215.04,949154.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg",8,0,12,12,0,0,0,0,0,0,0,386,5474,0,0,0,3514,0,0,0,0,0,17790,15724,19004,164,0,0,0,0,10,12,0,0,0,0,0,0,0,0,5860,0,72,10,32,724,326,2890,1806,0,0,0,4606,332,124,206,46,354,158,34,0,0,36826,0,6,0,0,3514,170,17406,1578,na,na,na,na,na,na,na,na,18820,7.59,36826,36826,37750,29,0,3546,36620,5918,1209600,242,2,0,0,1576.32,246.72,3085.44,0,14,0,0,0,154,2614,3062,30,0,0,0,0,0,36826,0,1036,4,20,10,1890,2618,282,0,0,0,8,32,1842,156,0,0,0,0,1888,38,50,0,0,40,598,0,0,0,0,168,0,0,48,12,32,12,1920,194,0,14,0,0,0,0.98,48,4404,1292,46,8,54,56,0,0,0,0,0,0
"neg",858,2,18,10,0,0,0,0,1144,26550,43320,53402,17652,156,0,0,50530,0,0,0,14098,21322,115926,110020,64892,8092,8,0,0,0,72,6,0,0,0,0,0,0,17232,114906,10086,0,3370,1194,4960,3796,2490,32234,75656,8178,10346,0,107288,16046,6558,4556,2862,1832,1326,644,354,758,195054,68,42,48,0,50530,1442,41118,22740,na,na,na,na,na,na,na,na,63640,858,195054,195054,189594,388,0,18748,193660,142428,1209600,2266,60,8,0,53388.48,12384,75260.16,26,146,0,6458,27758,40334,41736,15088,10310,532,8,0,0,10,195054,0,1558,50,1258,15504,25042,34164,60624,3870,134,20,26,6,51110,3284,0,282,0,0,56438,174,76,6650,15248,0,0,0,0,0,0,1516,192,44,0,0,1588,254,6100,790,0,0,0,0,0,340.66,244,89796,14906,5234,2120,8404,10692,5134,5656,282,0,0,0
"neg",59746,na,2130706432,2010,0,0,0,0,0,0,39416,1737260,3420000,955298,63706,44,2453680,0,0,0,0,0,4755494,3419310,1739758,1224382,0,0,0,0,2496,708,0,0,0,0,0,945128,5270596,0,0,0,2774,1704,2350,2188,27352,5983034,196322,0,0,0,2910510,1360930,323126,225122,220190,385036,790804,6,0,0,6496192,516,326,468,10,2453680,88566,626896,1108204,331780,379820,303800,295540,299260,na,na,na,119880,59745.04,6496192,6496192,6502828,31985,80592,36468,437820,6215724,1209600,181818,4,248,0,4854873.6,63874.56,1293263.04,0,928,0,0,0,128448,1339250,3113124,1442112,168314,20738,3738,22,26,6496192,na,7932,1220,848680,740328,429492,3045502,1104454,38022,94,0,4364,1494,1059440,117074,0,14,0,12,4907514,5058,1738,0,0,2790,66016,0,0,0,0,56910,91630,19012,0,0,208118,26688,41052760,5012506,624706,8620,0,0,295960,1824.58,2234,1449122,2564724,622142,212494,386532,236754,207310,183106,328980,24560,0,0
"neg",30302,na,308,294,0,0,0,0,0,0,206,74400,1499376,337214,23628,404,856012,2500,0,0,0,0,1668590,1337322,503084,283462,0,0,0,0,262,92,0,0,0,0,0,3222,746918,1000860,184228,0,2002,1696,2182,38968,1384734,505594,52,0,0,0,495594,535232,203418,150646,111406,87344,131928,216894,2766,0,2172018,160,476,924,2,856012,24118,263352,237114,266360,na,na,na,na,na,na,na,232260,30302.85,2172018,2172018,2165392,15018,432,92788,958380,1935228,1209600,59962,2,52,0,1715025.6,0,218829.12,0,0,0,0,0,16276,507228,1128174,265390,13850,3910,400,102,112,2172018,na,3226,364,31406,58888,86646,1177934,563602,13088,74,0,420,198,1711964,197958,0,7742,0,8,1727984,1320,276,0,0,0,0,0,0,0,0,16008,18824,3404,0,0,44246,8470,79900,11554,1331014,4926,0,0,1292110,829.2,932,231536,357462,224190,101958,262280,357830,203634,84048,104782,7508,0,0
"neg",402188,na,na,na,na,na,0,0,0,620848,7533100,10573068,5392864,1741284,104180,1132,9385064,0,142,na,422590,689066,19248332,16901446,7658084,2587664,na,0,0,0,na,na,0,0,0,0,0,29414,314450,10711462,14911150,0,36616,15624,24064,39818,7802706,18047620,26,2,0,0,5796548,5798972,4367994,3454370,2009504,1230684,811378,675418,407610,1413998,27335664,na,na,na,na,9385064,359280,2944616,4701916,350060,350280,349480,353340,332120,331460,331960,338400,192980,402187.51,27335664,27335664,na,131748,na,na,655280,na,1209600,na,na,na,na,20763712.32,0,5178162.24,na,na,0,34924,1755254,7905910,8460272,5410810,2004256,366006,28410,634,na,na,27335664,na,34926,7832,2856922,1984658,2859474,17155920,1020010,46728,6,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,195952,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5435984,4462326,1984370,682808,1121672,878204,939718,10017732,443662,0,na,na
"neg",26918,2,402,378,0,0,0,0,0,6716,803172,1120432,202830,26292,1794,0,944264,0,0,0,32932,54846,1872322,1669190,378132,192902,0,0,0,0,248,1478,0,0,0,0,0,0,130518,1937628,93090,0,1752,1408,1824,2170,7260,1972530,172210,2082,0,0,1332738,254512,109372,83648,73114,58488,52050,53900,40042,103372,2283752,188,562,338,4,944264,24034,134078,241294,215160,na,na,na,na,na,na,na,158520,26918.64,2283752,2283752,2261592,9715,15556,104526,1069800,2162212,1209600,50320,0,64,0,1471080,147888,540580.8,14,548,0,0,157512,519950,846474,500132,127684,9014,466,4,646,652,2283752,0,3442,332,341736,242262,91794,1118412,353166,9976,116,0,160,3374,1439718,133384,0,1666,0,0,1489944,2200,746,0,0,580,148066,0,0,0,0,12008,6664,1970,3961376,483456,48510,10888,139080,42768,1718812,21260,0,0,0,776.74,766,701578,247118,160484,141916,245070,123892,276932,259528,4718,0,0,0
"neg",60130,na,2130706432,558,0,0,0,0,0,0,3012,1063090,1950704,472024,26608,0,1539578,0,0,0,0,0,3275130,2996240,339456,235334,0,0,0,0,666,200,0,0,0,0,0,0,1849314,1657890,8234,0,2666,506,810,22258,2695704,793278,216,0,0,0,1024756,909444,351580,287378,212200,183188,325812,221080,0,0,3615062,0,1144,2368,18,1539578,35688,185452,153298,116640,112600,na,na,na,na,na,na,104340,60129.44,3615062,3615062,3634320,17849,3180,116464,1189260,3515438,1209600,123718,2,94,0,3058386.24,0,452892.48,0,0,0,0,0,147834,1344048,1402226,563946,46050,10228,1106,2938,2992,3615062,na,5178,650,2200,344762,165762,2193510,800618,2758,0,0,748,476,3080838,666042,0,52786,0,36,3086172,2710,300,0,0,0,0,0,0,0,0,17722,46074,16670,0,0,110428,22768,5469320,562016,0,0,0,0,679020,1049.2,1280,484498,512798,346830,182482,348218,292984,272660,277564,749102,48302,0,0
"neg",42158,na,144,134,0,0,0,0,0,0,20702,703304,1532164,264794,8796,0,1137836,0,0,0,10,140,2343488,2130038,305074,184754,0,0,0,0,116,66,0,0,0,0,0,56780,763562,1152900,556518,0,1318,336,542,3894,903930,1602432,17308,0,0,0,637582,613358,375406,318544,257848,169648,116556,40818,0,0,2648880,112,212,128,2,1137836,28572,187218,117218,126920,152920,na,na,na,na,na,na,21800,42158.42,2648880,2648880,2659854,17020,3242,21168,225560,2529760,1209600,72594,2,44,0,2323781.76,0,204624.96,0,0,0,0,1396,141674,1186090,1076384,114650,7732,1782,52,2,8,2648880,na,2522,370,1912,163840,51358,1156936,1129382,23370,70,0,248,250,2318114,45402,0,900,0,66,2336532,1390,136,0,0,0,0,0,0,0,0,13452,36460,6974,0,0,53104,16896,26360,9898,0,0,0,0,2661200,772.38,760,221008,422768,360258,190932,370690,290184,229682,170300,270548,3390,0,0
"neg",36982,na,278,254,0,0,0,0,0,0,882,148850,1472114,406560,676,0,1035432,0,0,0,0,0,1893772,1739780,228400,119406,0,0,0,0,378,254,0,0,0,0,0,52304,562272,1119148,295358,0,1358,494,486,9708,1652636,363898,502,0,0,0,593902,468148,270728,193778,151484,138212,207716,5114,0,0,2122644,0,374,1218,2,1035432,23678,134484,93368,139240,na,na,na,na,na,na,na,85280,36982.72,2122644,2122644,2127960,10946,984,88826,908280,2029082,1209600,61724,0,68,0,1871136,0,156009.6,0,0,0,0,0,10190,582220,1074282,332294,25280,4218,598,10,12,2122644,na,2830,376,4794,106574,93548,1595798,221836,3326,0,0,244,272,1855782,366300,0,2716,0,0,1883630,1136,384,0,0,0,6,0,0,0,0,11634,20280,4038,0,0,67428,13078,10060,1942,0,0,0,0,299410,783.14,870,169804,260606,238470,106866,215156,218620,242414,223356,347822,5968,0,0
"neg",206,0,14,12,0,0,0,0,0,3458,32698,11130,3704,0,0,0,14736,0,0,0,5666,9290,35318,32830,28038,2862,0,0,0,0,42,12,0,0,0,0,0,0,0,19994,30996,0,336,128,178,684,2132,17616,29916,0,0,0,40418,4124,2512,1196,778,526,296,488,170,482,69108,4,8,4,2,14736,684,13476,14448,na,na,na,na,na,na,na,na,27360,206.67,69108,69108,68122,136,8,6596,68220,51158,1209600,1682,4,4,0,17009.28,3144,29926.08,4,64,0,600,22504,14300,11150,2050,386,0,0,0,2,6,69108,0,1230,48,98,2244,3858,12382,27632,3462,36,0,8,12,18426,208,0,0,0,0,18722,176,194,190,5232,0,0,0,0,0,0,794,0,0,8234,4692,616,164,68880,6936,11054,32,0,0,0,212.36,156,34806,7710,2570,348,906,1888,1060,1702,0,0,0,0
"neg",39980,na,206,178,0,0,0,0,0,0,544,515416,1788958,262750,1478,0,1224160,0,0,0,0,0,2291820,2024970,745346,220654,0,0,0,0,310,94,0,0,0,0,0,0,1714042,223364,631740,0,1644,820,1364,82156,2041922,441220,20,0,0,0,1155538,447378,269864,218352,258926,218890,198,0,0,0,3037528,0,78,464,0,1224160,37316,568312,176272,226920,411560,na,na,na,na,na,na,102640,39979.16,3037528,3037528,3039102,13949,656,58746,613840,2569146,1209600,60794,0,92,0,2257079.04,0,310379.52,0,0,0,0,0,57122,1198318,1112980,181230,15558,3772,166,40,54,3037528,na,3282,458,18426,230038,84346,1734192,486418,11934,52,0,326,278,2013810,71016,74,17680,0,0,2285054,1838,258,0,0,0,0,0,0,0,0,18788,29698,7420,0,0,68652,9640,380000,42150,0,0,0,0,0,876.46,948,331406,379924,313426,177350,491766,484988,237118,92564,60590,14,0,0
"neg",59196,na,na,na,na,na,0,0,0,0,28340,1689746,1799544,149278,1314,0,1547958,0,0,na,0,0,2887604,2412942,1019926,462758,na,0,0,0,na,na,0,0,0,0,0,189886,2854128,222436,401772,0,3974,2042,3726,3608,513814,3140550,502,6,0,0,1411870,567286,288076,228196,251186,517340,376340,27928,0,0,3907652,na,na,na,na,1547958,65674,640404,376560,222060,320680,361260,0,0,0,0,0,107540,59195.91,3907652,3907652,na,24269,na,na,273740,na,1209600,na,na,na,na,3301975.68,0,363372.48,na,na,0,0,202,359376,2281206,908236,104468,11852,2820,62,na,na,3907652,na,3686,432,202690,135458,180126,2817844,321488,6498,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,34892,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,382220,512296,583524,308128,599354,497138,458080,270130,57146,206,na,na
"neg",38752,na,372,290,0,0,0,0,0,0,55058,553252,1135428,686824,11698,0,1108144,0,0,0,0,0,2256094,2069462,234948,165736,0,0,0,0,184,546,0,0,0,0,0,15278,451750,1387112,588120,0,902,276,534,45246,1841276,553698,328,0,0,0,933494,642108,356694,254478,171878,75864,7744,0,0,0,2491258,0,94,50,4,1108144,25528,136700,97740,105520,121080,na,na,na,na,na,na,5660,38752.02,2491258,2491258,2503718,12580,16,5754,68980,2442260,1209600,69466,0,26,0,2222216.64,0,218724.48,0,0,0,0,4474,262240,776254,969544,407746,17244,4282,476,0,4,2491258,na,2296,236,9548,161082,48318,1336774,867872,16070,64,0,386,1140,2226460,23422,0,30,0,46,2237870,888,102,0,0,0,0,0,0,0,0,11498,29770,6214,0,0,59176,7646,41680,4226,0,0,0,0,0,550.84,606,229430,362442,381698,260578,556750,365050,156870,60440,66430,2572,0,0
